Country	Region	Species	Count	lat	lng
Japan	Ibaraki, Hokota	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Itako	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Joso	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Kasama	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Kashima	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Kasumi	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Naka	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Omitama	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Tokaimura	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Tsuchiura	Apis cerana japonica	1	36.2048	138.2529
Japan	Ibaraki, Tsukubamirai	Apis cerana japonica	1	36.2048	138.2529
Japan	Iwate, Morioka	Apis cerana japonica	4	36.2048	138.2529
Japan	Kagoshima, Kirishima	Apis cerana japonica	9	31.5966	130.5578
Japan	Kagoshima, Minamikyushu	Apis cerana japonica	3	31.5966	130.5578
Japan	Kanagawa, Sagamihara	Apis cerana japonica	5	36.2048	138.2529
Japan	Kanagawa, Yokohama	Apis cerana japonica	6	36.2048	138.2529
Japan	Kanagawa, Yokosuka	Apis cerana japonica	3	36.2048	138.2529
Japan	Kumamoto, Amakusa	Apis cerana japonica	1	36.2048	138.2529
Japan	Kyoto, Kyoto	Apis cerana japonica	5	35.0116	135.7681
Japan	Mie, Nabari	Apis cerana japonica	1	34.7303	136.5086
Japan	Mie, Owase	Apis cerana japonica	1	34.7303	136.5086
Japan	Mie, Suzuka	Apis cerana japonica	1	34.7303	136.5086
Japan	Mie, Tsu	Apis cerana japonica	1	34.7303	136.5086
Japan	Miyagi, Kakuda	Apis cerana japonica	1	36.2048	138.2529
Japan	Nagano, Iida	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Kamiinagun_Miyadamura	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Kamiinagun_Tatsunomachi	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Kamiminochigun_Ogawamura	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Komagane	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Matsumoto	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Omachi	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Saku	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Shimoinagun_Takamorimachi	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Suwagun_Haramura	Apis cerana japonica	1	36.6485	138.1948
Japan	Nagano, Ueda	Apis cerana japonica	1	36.6485	138.1948
Japan	Niigata, Minamikambaragun_Tagamimachi	Apis cerana japonica	5	37.9161	139.0364
Japan	Niigata, Minamiuonuma	Apis cerana japonica	6	37.9161	139.0364
Japan	Niigata, Niigata	Apis cerana japonica	1	37.9161	139.0364
Japan	Oita, Yufu	Apis cerana japonica	1	36.2048	138.2529
Japan	Okayama, Okayama	Apis cerana japonica	6	34.6551	133.9196
Japan	Saga, Saga	Apis cerana japonica	1	36.2048	138.2529
Japan	Shimane, Matsue	Apis cerana japonica	4	35.4722	133.0505
Japan	Unknown	Apis cerana	65	36.2048	138.2529
Japan	Yamagata, Yamagata	Apis cerana japonica	2	36.2048	138.2529
Malaysia	Johor	Apis cerana	2	4.2105	101.9758
Malaysia	Kuala Lumpur	Apis cerana	1	4.2105	101.9758
Malaysia	Negeri Sembilan	Apis cerana	5	4.2105	101.9758
Malaysia	Petaling Jaya, Selangor	Apis cerana	6	4.2105	101.9758
Malaysia	Sabah	Apis cerana	14	4.2105	101.9758
Malaysia	Unknown	Apis cerana	12	4.2105	101.9758
New Zealand	Unknown	Apis mellifera	50	-40.9006	174.886
Norway	Unknown	Apis mellifera	84	60.472	8.4689
Portugal	Unknown	Apis mellifera	25	39.3999	-8.2245
Portugal	West coast	Apis mellifera	25	39.3999	-8.2245
Puerto Rico	Unknown	Apis mellifera	216	18.2208	-66.5901
South Africa	Cape of Good Hope region	Apis mellifera capensis	71	-34.3568	18.4716
South Africa	East Cape	Apis mellifera	4	-30.5595	22.9375
South Africa	Freestate	Apis mellifera	1	-30.5595	22.9375
South Africa	N. Cape	Apis mellifera	1	-30.5595	22.9375
South Africa	N/NW Cape	Apis mellifera	1	-30.5595	22.9375
South Africa	NW. Cape	Apis mellifera	3	-30.5595	22.9375
South Africa	Stellenbosch	Apis mellifera capensis	2	-33.9321	18.8602
South Africa	Stellenbosch	Apis mellifera capensis x Apis mellifera scutellata	50	-33.9321	18.8602
South Africa	Stellenbosch	Apis mellifera scutellata	1	-33.9321	18.8602
South Africa	Unknown	Apis mellifera	84	-30.5595	22.9375
South Africa	Unknown	Apis mellifera capensis	28	-30.5595	22.9375
South Africa	Unknown	Apis mellifera scutellata	29	-30.5595	22.9375
South Africa	West Cape	Apis mellifera	1	-30.5595	22.9375
South Korea	Hongseong, Chungcheongnam-do	Apis cerana	1	35.9078	127.7669
South Korea	Jeonju, Jeollabuk-do	Apis cerana	2	35.9078	127.7669
South Korea	Miryang, Gyeongsangnam-do	Apis cerana	1	35.9078	127.7669
South Korea	Mungyeong, Gyeongsangbuk-do	Apis cerana	1	35.9078	127.7669
South Korea	Seoul, Seoul	Apis cerana	1	35.9078	127.7669
Spain	Central	Apis mellifera	32	40.4637	-3.7492
Spain	Central Transect 1	Apis mellifera	10	40.4637	-3.7492
Spain	Central Transect 9	Apis mellifera	10	40.4637	-3.7492
Spain	Cordoba	Apis mellifera	2	40.4637	-3.7492
Spain	East coast	Apis mellifera	22	40.4637	-3.7492
Spain	Mediterranean Transect 1	Apis mellifera	10	40.4637	-3.7492
Spain	Murcia	Apis mellifera	2	40.4637	-3.7492
Spain	Unknown	Apis mellifera	120	40.4637	-3.7492
Spain	West coast	Apis mellifera	6	40.4637	-3.7492
Sweden	Gotland	Apis mellifera mellifera	78	57.5	18.5
Sweden	Juoksengi	Apis mellifera carnica	1	60.1282	18.6435
Sweden	Juoksengi	Apis mellifera ligustica	4	60.1282	18.6435
Sweden	Juoksengi	Apis mellifera mellifera	5	60.1282	18.6435
Sweden	Nordens Ark	Apis mellifera carnica	4	60.1282	18.6435
Sweden	Nordens Ark	Apis mellifera ligustica	3	60.1282	18.6435
Sweden	Nordens Ark	Apis mellifera mellifera	3	60.1282	18.6435
Sweden	Uddervalla	Apis mellifera carnica	4	60.1282	18.6435
Sweden	Uddervalla	Apis mellifera ligustica	5	60.1282	18.6435
Sweden	Uddervalla	Apis mellifera mellifera	2	60.1282	18.6435
Sweden	Unknown	Apis mellifera	260	60.1282	18.6435
Switzerland	Twann	Apis mellifera mellifera	7	46.8182	8.2275
Switzerland	Unknown	Apis mellifera	183	46.8182	8.2275
Thailand	Bangkok, Bangkok	Apis cerana	4	15.87	100.9925
Thailand	Chiang Mai	Apis cerana	1	15.87	100.9925
Thailand	Doi Saket District	Apis cerana	3	15.87	100.9925
Thailand	Phitsanulok	Apis cerana	7	15.87	100.9925
Thailand	Saraphi District	Apis cerana	3	15.87	100.9925
Turkey	Unknown	Apis mellifera	64	38.9637	35.2433
USA	CA, Dixon, Noble Apiaries, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Dixon, Noble Apiaries, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Dixon, Noble Apiaries, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Glenn replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Glenn replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 1A	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 2A	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 3A	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 4A	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 5A	Apis mellifera	1	37.0902	-95.7129
USA	CA, Humboldt Co., Blue lake, replicate 6	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placeria Cyn. Residential area 25227 Running Horse Rd., replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placeria Cyn. Residential area 25227 Running Horse Rd., replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placeria Cyn. Residential area 25227 Running Horse Rd., replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placeria Cyn. about .5 miles past the nature center, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placeria Cyn. about .5 miles past the nature center, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placeria Cyn. about .5 miles past the nature center, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placerita Cyn. Nat. Area, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placerita Cyn. Nat. Area, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placerita Cyn. Nat. Area, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placerita Cyn. Nat. Area, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. Placerita Cyn. Nat. Area, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. San Pedro, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. San Pedro, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. San Pedro, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, LA Co. San Pedro, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, Los Angeles Co., Catalina Is. Avalon; 236 Catalina Ave, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. 1000 Palms Oasis, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. 1000 Palms Oasis, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. 1000 Palms Oasis, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. Riverside County Fire Station23, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt. Idyllwild, Roadside corner Hwy 243 ad Marion Ridge Dr. next to Fire Station, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt. Idyllwild, Roadside corner Hwy 243 ad Marion Ridge Dr. next to Fire Station, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt. Idyllwild, Roadside corner Hwy 243 ad Marion Ridge Dr. next to Fire Station, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt. Idyllwild, Roadside corner Hwy 243 ad Marion Ridge Dr. next to Fire Station, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt. Idyllwild, Roadside corner Hwy 243 ad Marion Ridge Dr. next to Fire Station, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt., replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co. San Jacinto Mnt., replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co., NEAR 1000 Palms Oasis, in Sky Valley at 77810 Las Montanas Rd, Plam Desert 92211, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Riverside Co., NEAR 1000 Palms Oasis, in Sky Valley at 77810 Las Montanas Rd, Plam Desert 92211, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Shasta County, Palo Cedro, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 2A	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 2B	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, Solano Co. Stebbins Cold Cyn. Reserve 38 30'N 122 08'W 11 km W. Winters, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus Co. PG&E Power plant, 5 miles N of Turlock Lake NW of LaGrange, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus Co. PG&E Power plant, 5 miles N of Turlock Lake NW of LaGrange, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus County, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus County, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus County, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus County, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus County, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA, Stanislaus County, replicate 6	Apis mellifera	1	37.0902	-95.7129
USA	CA, UC Berkeley Campus	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 1 modern	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 2 modern	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 3 modern	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 4 modern	Apis mellifera	1	37.0902	-95.7129
USA	CA, Yolo County, University of California, Davis, replicate 5 modern	Apis mellifera	1	37.0902	-95.7129
USA	CA,Humboldt County, Union Street, Arcata, California, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA,Humboldt County, Union Street, Arcata, California, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA,Humboldt County, Union Street, Arcata, California, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA,Humboldt County, Union Street, Arcata, California, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA,Humboldt County, Union Street, Arcata, California, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	CA,Humboldt County, Union Street, Arcata, California, replicate 6	Apis mellifera	1	37.0902	-95.7129
USA	CA,Stebbins Cold Cyn, Solano County, replicate 1	Apis mellifera	1	37.0902	-95.7129
USA	CA,Stebbins Cold Cyn, Solano County, replicate 2	Apis mellifera	1	37.0902	-95.7129
USA	CA,Stebbins Cold Cyn, Solano County, replicate 3	Apis mellifera	1	37.0902	-95.7129
USA	CA,Stebbins Cold Cyn, Solano County, replicate 4	Apis mellifera	1	37.0902	-95.7129
USA	CA,Stebbins Cold Cyn, Solano County, replicate 5	Apis mellifera	1	37.0902	-95.7129
USA	California	Apis mellifera	100	36.7783	-119.4179
USA	KY	Apis mellifera	104	37.8393	-84.27
USA	Louisiana	Apis mellifera	96	31.2448	-92.145
USA	Unknown	Apis mellifera	451	37.0902	-95.7129
USA	Urbana, Illinois	Apis mellifera	391	40.1105	-88.2073
USA	West Lafayette, IN	Apis mellifera	116	40.4259	-86.9081
United Kingdom	England	Apis mellifera mellifera	3	55.3781	-3.436
United Kingdom	England, Birmingham	Apis mellifera	2	55.3781	-3.436
United Kingdom	England, Blackburn	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Bradford	Apis mellifera	2	55.3781	-3.436
United Kingdom	England, Bridgewater somerset	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Canterbury	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Colchester	Apis mellifera	2	55.3781	-3.436
United Kingdom	England, Cotswolds	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Darlington	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Derby	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Doncaster	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Guilford	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Henley on Thames	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Hereford	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Horsham	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Isle of Wight	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Keswick	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Leeds	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Liskeard	Apis mellifera	2	55.3781	-3.436
United Kingdom	England, Lizard Penninsular	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Luton	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Newcastle upon Tyne	Apis mellifera	2	55.3781	-3.436
United Kingdom	England, Newlyn	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, North of Lincon	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Northumberland	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Norwich	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Nottingham	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Oxford	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Plymouth	Apis mellifera	2	55.3781	-3.436
United Kingdom	England, Rame Penninsular	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Reading	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Sheffield	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Shefield	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Sherborne	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Shropshire hills	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Tamar Valley	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Taunton	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Treluswell	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, Yeovil	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, York	Apis mellifera	1	55.3781	-3.436
United Kingdom	England, stratford-upon-avon	Apis mellifera	1	55.3781	-3.436
United Kingdom	Northern Ireland, Blefast	Apis mellifera	2	55.3781	-3.436
United Kingdom	Scotland	Apis mellifera	28	55.3781	-3.436
United Kingdom	Scotland, Aberdeen	Apis mellifera	1	55.3781	-3.436
United Kingdom	Scotland, Alladale	Apis mellifera	1	55.3781	-3.436
United Kingdom	Scotland, Dundee	Apis mellifera	1	55.3781	-3.436
United Kingdom	Scotland, Edinburgh	Apis mellifera	1	55.3781	-3.436
United Kingdom	Scotland, Inverness	Apis mellifera	1	55.3781	-3.436
United Kingdom	Scotland, Island of Colonsay	Apis mellifera	1	55.3781	-3.436
United Kingdom	Scotland, boarders	Apis mellifera	2	55.3781	-3.436
United Kingdom	Wales, Abagaveny	Apis mellifera	1	55.3781	-3.436
United Kingdom	Wales, Snodownia	Apis mellifera	1	55.3781	-3.436
United Kingdom	Wales, north central wales	Apis mellifera	1	55.3781	-3.436
